1,2021/7/8,55312612,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
2,2021/7/8,50654630,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
3,2021/7/8,18841801,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
4,2021/7/8,45051025,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
5,2021/7/8,82093506,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
6,2021/7/8,41089346,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
7,2021/7/8,51346258,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
8,2021/7/8,65823292,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
9,2021/7/8,97256872,2,1,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
10,2021/7/8,94873514,2,1,1,1,0,2,2021/7/8,2021/7/8,2021/10/6
11,2021/7/8,76197660,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
12,2021/7/8,95949414,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
13,2021/7/8,63186797,2,0,1,1,0,2,2021/7/8,2021/7/8,2021/10/6
14,2021/7/8,95350895,2,1,1,1,4,2,2021/7/8,2021/7/8,2021/10/6
15,2021/7/8,16396209,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
16,2021/7/8,70971089,2,1,1,1,5,2,2021/7/8,2021/7/8,2021/10/6
17,2021/7/8,89693724,2,0,1,1,1,2,2021/7/8,2021/7/8,2021/10/6
18,2021/7/8,20936419,2,1,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
19,2021/7/8,71857878,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
20,2021/7/8,44623627,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
21,2021/7/8,66462393,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
22,2021/7/8,45836351,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
23,2021/7/8,85013674,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
24,2021/7/8,21047769,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
25,2021/7/8,93019147,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
26,2021/7/8,47633367,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
27,2021/7/8,55990558,2,1,1,1,0,2,2021/7/8,2021/7/8,2021/10/6
28,2021/7/8,50842410,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
29,2021/7/8,71007103,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
30,2021/7/8,49256939,2,0,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
31,2021/7/8,46034516,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
32,2021/7/8,16640622,2,1,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
33,2021/7/8,82723418,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
34,2021/7/8,30078664,2,0,1,1,5,2,2021/7/8,2021/7/8,2021/10/6
35,2021/7/8,58156284,2,0,1,1,4,2,2021/7/8,2021/7/8,2021/10/6
36,2021/7/8,13281981,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
37,2021/7/8,93306869,2,0,1,1,2,2,2021/7/8,2021/7/8,2021/10/6
38,2021/7/8,71079461,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
39,2021/7/8,46320986,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
40,2021/7/8,48894591,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
41,2021/7/8,70940623,2,0,1,1,2,2,2021/7/8,2021/7/8,2021/10/6
42,2021/7/8,87614842,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
43,2021/7/8,69899056,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
44,2021/7/8,39364636,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
45,2021/7/8,98887906,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
46,2021/7/8,25063945,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
47,2021/7/8,69407039,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
48,2021/7/8,43646121,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
49,2021/7/8,97669018,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
50,2021/7/8,78973545,2,1,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
51,2021/7/8,83663417,2,0,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
52,2021/7/8,42121777,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
53,2021/7/8,22669094,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
54,2021/7/8,49908365,2,1,1,1,4,2,2021/7/8,2021/7/8,2021/10/6
55,2021/7/8,99283154,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
56,2021/7/8,21264057,2,1,1,1,1,2,2021/7/8,2021/7/8,2021/10/6
57,2021/7/8,78522569,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
58,2021/7/8,38422864,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
59,2021/7/8,11234319,2,0,1,1,4,2,2021/7/8,2021/7/8,2021/10/6
60,2021/7/8,61303587,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
61,2021/7/8,80850626,2,1,1,1,1,2,2021/7/8,2021/7/8,2021/10/6
62,2021/7/8,21319873,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
63,2021/7/8,83944775,2,1,1,1,5,2,2021/7/8,2021/7/8,2021/10/6
64,2021/7/8,49264677,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
65,2021/7/8,29582327,2,1,1,1,2,2,2021/7/8,2021/7/8,2021/10/6
66,2021/7/8,31286485,2,0,1,1,5,2,2021/7/8,2021/7/8,2021/10/6
67,2021/7/8,62084156,6,1,1,1,5,2,2021/6/8,2021/7/8,2021/10/6
68,2021/7/8,67931832,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
69,2021/7/8,73877954,2,0,1,1,1,2,2021/7/8,2021/7/8,2021/10/6
70,2021/7/8,27675914,6,1,1,1,2,2,2021/6/8,2021/7/8,2021/10/6
71,2021/7/8,62425841,2,0,1,1,2,2,2021/7/8,2021/7/8,2021/10/6
72,2021/7/8,25344421,6,1,1,1,1,2,2021/6/8,2021/7/8,2021/10/6
73,2021/7/8,12408447,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
74,2021/7/8,71360331,6,1,1,1,4,2,2021/6/8,2021/7/8,2021/10/6
75,2021/7/8,96518191,2,1,1,1,3,2,2021/7/8,2021/7/8,2021/10/6
76,2021/7/8,94805190,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
77,2021/7/8,77711417,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
78,2021/7/8,40196951,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
79,2021/7/8,38275026,6,1,1,1,0,2,2021/6/8,2021/7/8,2021/10/6
80,2021/7/8,85863329,6,1,1,1,3,2,2021/6/8,2021/7/8,2021/10/6
